,accountingchange,amended,audited,capitalexpenditures,cashandcashequivalents,cashcashequivalentsandshortterminvestments,cashfromfinancingactivities,cashfrominvestingactivities,cashfromoperatingactivities,cfdepreciationamortization,changeinaccountsreceivable,changeincurrentassets,changeincurrentliabilities,changeininventories,commonstock,company_cik,company_symbol,costofrevenue,created_at,crosscalculated,currencycode,dcn,deferredcharges,discontinuedoperations,dividendspaid,ebit,effectofexchangerateoncash,equityearnings,extraordinaryitems,goodwill,grossprofit,incomebeforetaxes,intangibleassets,interestexpense,inventoriesnet,investmentchangesnet,minorityinterest,name,netchangeincash,netincome,netincomeapplicabletocommon,original,otherassets,othercurrentassets,othercurrentliabilities,otherequity,otherliabilities,period,periodenddate,periodlength,periodlengthcode,preferredstock,preliminary,propertyplantequipmentnet,quarter,receiveddate,researchdevelopmentexpense,restated,retainedearnings,sellinggeneraladministrativeexpenses,totaladjustments,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totallongtermdebt,totalreceivablesnet,totalrevenue,totalshorttermdebt,totalstockholdersequity,treasurystock,updated_at,usdconversionrate,year
3,,False,True,-1811000000.0,5269000000.0,9576000000.0,-482000000.0,-1930000000.0,3903000000.0,1083000000.0,-866000000.0,-2643000000.0,5128000000.0,-1777000000.0,5000000.0,1018724,AMZN,37288000000.0,2015-04-24 01:00:09.096000,False,USD,0001018724-14-000006,,,,862000000.0,1000000.0,-12000000.0,,1955000000.0,10789000000.0,934000000,,-65000000.0,4992000000.0,586000000.0,,10-K,1492000000.0,631000000,631000000,False,1388000000.0,,,,2370000000.0,ann,12/31/2011,12,m,0.0,False,4417000000.0,4,1/31/2014,,False,1955000000.0,2288000000.0,3272000000.0,25278000000.0,17490000000.0,14896000000.0,17521000000.0,255000000.0,2571000000.0,48077000000,,7757000000.0,-877000000.0,2015-04-24 01:00:09.096000,1,2011
0,,False,True,-4134000000.0,163000000.0,644000000.0,-162000000.0,-4406000000.0,4613000000.0,2073000000.0,-72000000.0,-6000000.0,134000000.0,102000000.0,3313000000.0,4904,AEP,7719000000.0,2015-04-24 01:00:10.363000,False,USD,0000004904-15-000008,2221000000.0,,-998000000.0,3232000000.0,,90000000.0,,91000000.0,9301000000.0,2490000000,,-885000000.0,1325000000.0,-25000000.0,4000000.0,10-K,45000000.0,1634000000,1634000000,True,8726000000.0,127000000.0,2592000000.0,0.0,7045000000.0,ann,12/31/2014,12,m,,False,44117000000.0,4,2/20/2015,,False,7406000000.0,,2975000000.0,59633000000.0,4478000000.0,7967000000.0,42813000000.0,16181000000.0,1926000000.0,17020000000,3849000000.0,16820000000.0,,2015-04-24 01:00:10.363000,1,2014
1,,False,True,-3624000000.0,118000000.0,541000000.0,-449000000.0,-3818000000.0,4106000000.0,1874000000.0,5000000.0,132000000.0,114000000.0,122000000.0,3303000000.0,4904,AEP,6738000000.0,2015-04-24 01:00:10.363000,False,USD,0000004904-15-000008,2038000000.0,,-954000000.0,2855000000.0,,58000000.0,,91000000.0,8619000000.0,2110000000,,-906000000.0,1423000000.0,-58000000.0,1000000.0,10-K,-161000000.0,1480000000,1480000000,False,8978000000.0,80000000.0,2295000000.0,0.0,6673000000.0,ann,12/31/2013,12,m,,False,40997000000.0,4,2/20/2015,,False,6766000000.0,,2622000000.0,56414000000.0,4310000000.0,6112000000.0,40329000000.0,16828000000.0,1860000000.0,15357000000,2306000000.0,16085000000.0,,2015-04-24 01:00:10.363000,1,2013
2,,False,True,-3025000000.0,279000000.0,679000000.0,-355000000.0,-3391000000.0,3804000000.0,1918000000.0,-16000000.0,-243000000.0,191000000.0,-224000000.0,3289000000.0,4904,AEP,6395000000.0,2015-04-24 01:00:10.363000,False,USD,0000004904-15-000008,1627000000.0,,-916000000.0,2656000000.0,,44000000.0,,91000000.0,8550000000.0,1822000000,,-988000000.0,1519000000.0,-32000000.0,0.0,10-K,58000000.0,1259000000,1259000000,False,9297000000.0,88000000.0,2233000000.0,0.0,6394000000.0,ann,12/31/2012,12,m,,False,38763000000.0,4,2/20/2015,,False,6236000000.0,,2542000000.0,54367000000.0,4589000000.0,6823000000.0,39130000000.0,15586000000.0,1871000000.0,14945000000,3152000000.0,15237000000.0,,2015-04-24 01:00:10.363000,1,2012
3,,False,True,-2669000000.0,221000000.0,582000000.0,-971000000.0,-2890000000.0,3788000000.0,1792000000.0,107000000.0,320000000.0,-15000000.0,176000000.0,3274000000.0,4904,AEP,6848000000.0,2015-04-24 01:00:10.363000,False,USD,0000004904-14-000019,1346000000.0,,-900000000.0,2782000000.0,,27000000.0,373000000.0,76000000.0,8268000000.0,2367000000,,-933000000.0,1292000000.0,50000000.0,1000000.0,10-K,-73000000.0,1946000000,1941000000,False,9648000000.0,65000000.0,2154000000.0,0.0,5836000000.0,ann,12/31/2011,12,m,,False,36971000000.0,4,2/25/2014,,False,5890000000.0,,1839000000.0,52223000000.0,4182000000.0,6611000000.0,37559000000.0,15083000000.0,1834000000.0,15116000000,3083000000.0,14664000000.0,,2015-04-24 01:00:10.363000,1,2011
0,,False,True,-2016000000.0,1539000000.0,2531000000.0,-1262000000.0,-656000000.0,1791000000.0,1245000000.0,-520000000.0,-641000000.0,-174000000.0,-48000000.0,8000000.0,874761,AES,14058000000.0,2015-04-24 01:00:10.365000,False,USD,0000874761-15-000009,,-29000000.0,-629000000.0,2646000000.0,-51000000.0,19000000.0,-261000000.0,1458000000.0,3088000000.0,1837000000,281000000.0,-1471000000.0,702000000.0,120000000.0,3053000000.0,10-K,-103000000.0,769000000,769000000,True,3051000000.0,1434000000.0,0.0,0.0,3222000000.0,ann,12/31/2014,12,m,,False,25151000000.0,4,2/26/2015,,False,512000000.0,187000000.0,644000000.0,38966000000.0,7826000000.0,6997000000.0,34616000000.0,18725000000.0,2709000000.0,17146000000,2133000000.0,4272000000.0,-1371000000.0,2015-04-24 01:00:10.365000,1,2014
1,,False,True,-1988000000.0,1642000000.0,2907000000.0,-1136000000.0,-1774000000.0,2715000000.0,1294000000.0,146000000.0,520000000.0,-630000000.0,16000000.0,8000000.0,874761,AES,12644000000.0,2015-04-24 01:00:10.366000,False,USD,0000874761-15-000009,,-179000000.0,-676000000.0,2560000000.0,-59000000.0,25000000.0,-229000000.0,1622000000.0,3247000000.0,1277000000,297000000.0,-1482000000.0,684000000.0,82000000.0,3321000000.0,10-K,-258000000.0,114000000,114000000,False,3965000000.0,1440000000.0,837000000.0,0.0,3731000000.0,ann,12/31/2013,12,m,,False,25112000000.0,4,2/26/2015,,False,-150000000.0,220000000.0,2164000000.0,40411000000.0,7739000000.0,7653000000.0,36003000000.0,18869000000.0,2363000000.0,15891000000,2180000000.0,4330000000.0,-1089000000.0,2015-04-24 01:00:10.366000,1,2013
2,,False,True,-2108000000.0,1900000000.0,3327000000.0,-1867000000.0,-895000000.0,2901000000.0,1394000000.0,-241000000.0,-97000000.0,283000000.0,24000000.0,8000000.0,874761,AES,13581000000.0,2015-04-24 01:00:10.366000,False,USD,0000874761-15-000009,,63000000.0,-925000000.0,1419000000.0,5000000.0,35000000.0,-8000000.0,1999000000.0,3583000000.0,238000000,324000000.0,-1544000000.0,719000000.0,-530000000.0,2945000000.0,10-K,276000000.0,-912000000,-912000000,False,4271000000.0,1459000000.0,635000000.0,0.0,4106000000.0,ann,12/31/2012,12,m,,False,24635000000.0,4,2/26/2015,,False,-264000000.0,274000000.0,3258000000.0,41830000000.0,8465000000.0,8319000000.0,37183000000.0,18216000000.0,2539000000.0,17164000000,2505000000.0,4569000000.0,-780000000.0,2015-04-24 01:00:10.366000,1,2012
3,,False,True,-2430000000.0,1695000000.0,3528000000.0,1412000000.0,-4906000000.0,2884000000.0,1262000000.0,-236000000.0,-384000000.0,488000000.0,-141000000.0,8000000.0,874761,AES,12058000000.0,2015-04-24 01:00:10.366000,False,USD,0000874761-14-000011,,-72000000.0,-1088000000.0,3504000000.0,-122000000.0,-2000000.0,-62000000.0,3820000000.0,4040000000.0,2322000000,545000000.0,-1530000000.0,775000000.0,-215000000.0,3783000000.0,10-K,-736000000.0,58000000,58000000,False,4614000000.0,1793000000.0,286000000.0,0.0,4459000000.0,ann,12/31/2011,12,m,,False,25001000000.0,4,2/26/2014,,False,678000000.0,346000000.0,1354000000.0,45346000000.0,9229000000.0,8438000000.0,39322000000.0,19592000000.0,2522000000.0,16098000000,2428000000.0,5946000000.0,-489000000.0,2015-04-24 01:00:10.366000,1,2011
0,,False,True,-369600000.0,1420400000.0,1420400000.0,-1235000000.0,-2129700000.0,3372800000.0,647400000.0,-866400000.0,-879200000.0,825700000.0,,4542200000.0,1122304,AET,,2015-04-24 01:00:10.366000,False,USD,0001122304-15-000038,,,-320600000.0,4010400000.0,,,-181200000.0,10613200000.0,,3681100000,1948300000.0,-329300000.0,,-1319600000.0,69200000.0,10-K,8100000.0,2040800000,2040800000,True,7654500000.0,,,,25379200000.0,ann,12/31/2014,12,m,,False,669800000.0,4,2/27/2015,,False,11051700000.0,10837700000.0,1327600000.0,53402100000.0,,,38919500000.0,8081300000.0,4813000000.0,58003200000,500000000.0,14482600000.0,,2015-04-24 01:00:10.366000,1,2014
1,,False,True,-479100000.0,1412300000.0,1412300000.0,-1525800000.0,-1919800000.0,2278700000.0,588200000.0,-261700000.0,-259200000.0,2400000.0,,4382200000.0,1122304,AET,,2015-04-24 01:00:10.366000,False,USD,0001122304-15-000038,,,-278700000.0,3188200000.0,,,0.0,10227500000.0,,2940500000,2094100000.0,-333700000.0,,203600000.0,52700000.0,10-K,-1166900000.0,1913600000,1913600000,False,6821100000.0,,,,23342900000.0,ann,12/31/2013,12,m,,False,721900000.0,4,2/27/2015,,False,10555400000.0,8744400000.0,366800000.0,49764800000.0,,,35739300000.0,8252600000.0,3963900000.0,47294600000,0.0,14025500000.0,,2015-04-24 01:00:10.366000,1,2013
2,,False,True,-338200000.0,2579200000.0,2579200000.0,305900000.0,-231300000.0,1824900000.0,471600000.0,-163700000.0,-151600000.0,25500000.0,,1095300000.0,1122304,AET,,2015-04-24 01:00:10.366000,False,USD,0001122304-15-000038,,,-239100000.0,2901000000.0,,,-84900000.0,6214400000.0,,2632200000,818700000.0,-268800000.0,,115500000.0,23400000.0,10-K,1899500000.0,1657900000,1657900000,False,6124800000.0,,,,21743100000.0,ann,12/31/2012,12,m,,False,540000000.0,4,2/27/2015,,False,10343900000.0,7817800000.0,165100000.0,41494500000.0,,,31088700000.0,6481300000.0,2629400000.0,36599800000,,10405800000.0,,2015-04-24 01:00:10.366000,1,2012
3,,False,True,-372000000.0,679700000.0,679700000.0,-1818800000.0,-1880200000.0,2511100000.0,449100000.0,171300000.0,178000000.0,-103000000.0,,962800000.0,1122304,AET,,2015-04-24 01:00:10.366000,False,USD,0001122304-14-000037,,,-167200000.0,3325900000.0,,,0.0,6203900000.0,,3079000000,958600000.0,-246900000.0,,47500000.0,,10-K,-1187900000.0,1985700000,1985700000,False,6769500000.0,,,,21340200000.0,ann,12/31/2011,12,m,,False,556900000.0,4,2/28/2014,,False,10346600000.0,6804400000.0,524200000.0,38593100000.0,,,28472900000.0,3977700000.0,2546500000.0,33782200000,425900000.0,10120200000.0,,2015-04-24 01:00:10.366000,1,2011
0,,False,True,,4658000000.0,4658000000.0,-147000000.0,-4241000000.0,6550000000.0,,-7000000.0,-232000000.0,3737000000.0,,67000000.0,4977,AFL,,2015-04-24 01:00:10.369000,False,USD,0000004977-15-000071,8273000000.0,,-654000000.0,4808000000.0,-47000000.0,,,,,4491000000,,-317000000.0,,-418000000.0,,10-K,2115000000.0,2951000000,2951000000,True,2120000000.0,,,,90845000000.0,ann,12/31/2014,12,m,,False,429000000.0,4,2/26/2015,,False,22156000000.0,,3599000000.0,1.19767e+11,,,1.0142e+11,5282000000.0,842000000.0,22728000000,,18347000000.0,-7566000000.0,2015-04-24 01:00:10.369000,1,2014
1,,False,True,,2543000000.0,2543000000.0,1136000000.0,-11091000000.0,10547000000.0,,-8000000.0,-412000000.0,7799000000.0,,67000000.0,4977,AFL,,2015-04-24 01:00:10.369000,False,USD,0000004977-15-000071,8798000000.0,,-635000000.0,5109000000.0,-90000000.0,,,,,4816000000,,-293000000.0,,-10469000000.0,,10-K,502000000.0,3158000000,3158000000,False,1606000000.0,,,,98072000000.0,ann,12/31/2013,12,m,,False,481000000.0,4,2/26/2015,,False,19885000000.0,,7389000000.0,1.21307e+11,,,1.06687e+11,4897000000.0,1165000000.0,23939000000,,14620000000.0,-6413000000.0,2015-04-24 01:00:10.369000,1,2013
2,,False,True,,2041000000.0,2041000000.0,1945000000.0,-16952000000.0,14952000000.0,,-199000000.0,-842000000.0,12717000000.0,,67000000.0,4977,AFL,,2015-04-24 01:00:10.369000,False,USD,0000004977-15-000071,9658000000.0,,-603000000.0,4563000000.0,-153000000.0,,,,,4302000000,,-261000000.0,,-22911000000.0,,10-K,-208000000.0,2866000000,2866000000,False,835000000.0,,,,1.06906e+11,ann,12/31/2012,12,m,,False,564000000.0,4,2/26/2015,,False,17387000000.0,,12086000000.0,1.31094e+11,,,1.15116e+11,4352000000.0,976000000.0,25364000000,,15978000000.0,-5696000000.0,2015-04-24 01:00:10.369000,1,2012
3,,False,True,,2249000000.0,2249000000.0,64000000.0,-10829000000.0,10842000000.0,,25000000.0,-480000000.0,7668000000.0,,66000000.0,4977,AFL,,2015-04-24 01:00:10.369000,False,USD,0000004977-14-000052,9789000000.0,,-552000000.0,3146000000.0,51000000.0,,,,,2950000000,,-196000000.0,,-11414000000.0,,10-K,128000000.0,1937000000,1937000000,False,887000000.0,,,,97698000000.0,ann,12/31/2011,12,m,,False,617000000.0,4,2/27/2014,,False,15148000000.0,,8905000000.0,1.16237e+11,,,1.03291e+11,3285000000.0,680000000.0,22171000000,,12946000000.0,-5641000000.0,2015-04-24 01:00:10.369000,1,2011
0,,False,True,-243900000.0,4911400000.0,4966400000.0,-204000000.0,182700000.0,1927800000.0,235900000.0,-115700000.0,-182800000.0,117800000.0,-43800000.0,3100000.0,850693,AGN,842400000.0,2015-04-24 00:59:31.166000,False,USD,0000850693-15-000002,,-3800000.0,-59600000.0,2009300000.0,-41200000.0,,,2392900000.0,6395500000.0,1989300000,1786500000.0,-69400000.0,296000000.0,525800000.0,10000000.0,10-K,1865300000.0,1524200000,1524200000,True,,694300000.0,,,1010100000.0,ann,12/31/2014,12,m,0.0,False,1006300000.0,4,2/19/2015,1191600000.0,False,5894800000.0,2837200000.0,399000000.0,12415700000.0,6871200000.0,1557300000.0,4662700000.0,2085300000.0,914500000.0,7237900000,72100000.0,7753000000.0,-1090000000.0,2015-04-24 00:59:31.166000,1,2014
1,,False,True,-171900000.0,3046100000.0,3649100000.0,28200000.0,-1375300000.0,1695400000.0,242800000.0,-139600000.0,-167300000.0,147600000.0,-26900000.0,3100000.0,850693,AGN,795800000.0,2015-04-24 00:59:31.167000,False,USD,0000850693-15-000002,,-283800000.0,-59400000.0,1809300000.0,-4000000.0,,,2339400000.0,5504600000.0,1730800000,1650000000.0,-75000000.0,285300000.0,-342400000.0,6300000.0,10-K,344300000.0,985100000,985100000,False,,502000000.0,,,762200000.0,ann,12/31/2013,12,m,0.0,False,923200000.0,4,2/19/2015,1042300000.0,False,4646700000.0,2519400000.0,706700000.0,10574300000.0,5319700000.0,1244300000.0,4111100000.0,2098300000.0,883300000.0,6300400000,55600000.0,6463200000.0,-992800000.0,2015-04-24 00:59:31.167000,1,2013
2,,False,True,-143300000.0,2701800000.0,2962400000.0,-717500000.0,-589300000.0,1599900000.0,250800000.0,-34300000.0,-57600000.0,105800000.0,-7300000.0,3100000.0,850693,AGN,751200000.0,2015-04-24 00:59:31.167000,False,USD,0000850693-15-000002,,1800000.0,-60400000.0,1611000000.0,2600000.0,,,2133800000.0,4895400000.0,1531000000,860100000.0,-63600000.0,272300000.0,-80600000.0,25500000.0,10-K,295700000.0,1098800000,1098800000,False,,961200000.0,5300000.0,,708800000.0,ann,12/31/2012,12,m,0.0,False,851500000.0,4,2/19/2015,977300000.0,False,3832100000.0,2193100000.0,497400000.0,9179300000.0,4934900000.0,1095500000.0,3342200000.0,1512400000.0,739000000.0,5646600000,48800000.0,5837100000.0,-654100000.0,2015-04-24 00:59:31.167000,1,2012
3,,False,True,-118600000.0,2406100000.0,2586000000.0,-1002300000.0,340800000.0,1081900000.0,261800000.0,-105600000.0,-162700000.0,19800000.0,-24000000.0,3100000.0,850693,AGN,718000000.0,2015-04-24 00:59:31.167000,False,USD,0000850693-14-000002,,-11500000.0,-61100000.0,1374600000.0,-5500000.0,,,2088400000.0,4498000000.0,1309200000,1165200000.0,-71800000.0,249700000.0,571100000.0,22800000.0,10-K,414900000.0,934500000,934500000,False,,482000000.0,,,705800000.0,ann,12/31/2011,12,m,0.0,False,807000000.0,4,2/25/2014,871500000.0,False,2969300000.0,2158300000.0,143800000.0,8508600000.0,4048300000.0,955000000.0,3199000000.0,1515400000.0,730600000.0,5216000000,83900000.0,5309600000.0,-183200000.0,2015-04-24 00:59:31.167000,1,2011
0,,False,True,,1758000000.0,1758000000.0,-19788000000.0,14284000000.0,5007000000.0,4448000000.0,2692000000.0,-3188000000.0,2190000000.0,,4766000000.0,5272,AIG,,2015-04-24 01:00:09.050000,False,USD,0000005272-15-000002,9827000000.0,-50000000.0,-712000000.0,12304000000.0,-74000000.0,,-2282000000.0,,,12783000000,,-1718000000.0,,14406000000.0,374000000.0,10-K,-571000000.0,7529000000,7529000000,True,92189000000.0,,,,3.77092e+11,ann,12/31/2014,12,m,,False,,4,2/20/2015,,False,29775000000.0,14723000000.0,-2517000000.0,5.15581e+11,,,4.08683e+11,31217000000.0,33990000000.0,64406000000,,1.06898e+11,-19218000000.0,2015-04-24 01:00:09.050000,1,2014
1,,False,True,,2241000000.0,2241000000.0,-11758000000.0,7099000000.0,5865000000.0,4713000000.0,2174000000.0,-3660000000.0,-437000000.0,,4766000000.0,5272,AIG,,2015-04-24 01:00:09.050000,False,USD,0000005272-15-000002,9436000000.0,84000000.0,-294000000.0,12209000000.0,-92000000.0,,-651000000.0,,,10019000000,,-2142000000.0,,7049000000.0,611000000.0,10-K,1114000000.0,9085000000,9085000000,False,82090000000.0,,,,3.98525e+11,ann,12/31/2013,12,m,,False,,4,2/20/2015,,False,22965000000.0,18113000000.0,-3227000000.0,5.41329e+11,,,4.40829e+11,41693000000.0,36768000000.0,68874000000,,1.0047e+11,-14520000000.0,2015-04-24 01:00:09.050000,1,2013
2,,False,True,,1151000000.0,1151000000.0,-20564000000.0,16612000000.0,3676000000.0,7349000000.0,3085000000.0,-2528000000.0,-1255000000.0,,4766000000.0,5272,AIG,,2015-04-24 01:00:09.050000,False,USD,0000005272-15-000002,8182000000.0,1000000.0,0.0,11978000000.0,16000000.0,,-32000000.0,,,2923000000,,-2319000000.0,,16730000000.0,667000000.0,10-K,-260000000.0,3438000000,3438000000,False,71407000000.0,,,,4.0113e+11,ann,12/31/2012,12,m,,False,,4,2/20/2015,,False,14176000000.0,17151000000.0,-24000000.0,5.48633e+11,,,4.50297e+11,48500000000.0,39584000000.0,71214000000,,98002000000.0,-13924000000.0,2015-04-24 01:00:09.050000,1,2012
3,,False,True,,1474000000.0,1474000000.0,-36926000000.0,36448000000.0,-81000000.0,7420000000.0,725000000.0,-4704000000.0,-20682000000.0,,4766000000.0,5272,AIG,,2015-04-24 01:00:09.050000,False,USD,0001047469-14-001096,8937000000.0,2467000000.0,0.0,4525000000.0,29000000.0,,-2908000000.0,,,2007000000,,-2444000000.0,,3866000000.0,855000000.0,10-K,-530000000.0,20622000000,20622000000,False,67550000000.0,,,,3.66885e+11,ann,12/31/2011,12,m,,False,35539000000.0,4,2/20/2014,,False,10774000000.0,5401000000.0,-21411000000.0,5.53054e+11,,,4.42993e+11,75253000000.0,41932000000.0,65105000000,,1.01538e+11,-942000000.0,2015-04-24 01:00:09.050000,1,2011
0,,False,True,-651365000.0,28971000.0,120416000.0,-361882000.0,13678000.0,321424000.0,286422000.0,9039000.0,9039000.0,-29895000.0,,1464000.0,922864,AIV,380626000.0,2015-04-24 01:00:09.053000,False,USD,0000922864-15-000011,,288636000.0,-209047000.0,262350000.0,,,,,603737000.0,47428000,,-220971000.0,,26315000.0,214370000.0,10-K,-26780000.0,309249000,300220000,True,503833000.0,,,,28969000.0,ann,12/31/2014,12,m,186126000.0,False,5472779000.0,4,2/27/2015,,False,-2649542000.0,44195000.0,-34687000.0,6097028000.0,,,4781356000.0,,,984363000,,1227735000.0,,2015-04-24 01:00:09.053000,1,2014
1,,False,True,-401629000.0,55751000.0,182788000.0,-419450000.0,65192000.0,325596000.0,296825000.0,4592000.0,4592000.0,-28541000.0,,1459000.0,922864,AIV,380013000.0,2015-04-24 01:00:09.053000,False,USD,0000922864-15-000011,,203229000.0,-206622000.0,249019000.0,,,,,594040000.0,32637000,,-237048000.0,,3003000.0,205287000.0,10-K,-28662000.0,207290000,203673000,False,505416000.0,,,,0.0,ann,12/31/2013,12,m,68114000.0,False,5391209000.0,4,2/27/2015,,False,-2798853000.0,45708000.0,87771000.0,6079413000.0,,,5032003000.0,,,974053000,,967457000.0,,2015-04-24 01:00:09.053000,1,2013
2,,False,True,-359926000.0,84413000.0,229998000.0,-435147000.0,111667000.0,316827000.0,330217000.0,30716000.0,30716000.0,-67138000.0,,1456000.0,922864,AIV,386355000.0,2015-04-24 01:00:09.053000,False,USD,0000922864-15-000011,,214117000.0,-198874000.0,179016000.0,,,,,572156000.0,-19614000,,-229373000.0,,8306000.0,239469000.0,10-K,-6653000.0,132456000,82146000,False,833524000.0,,,,281438000.0,ann,12/31/2012,12,m,68114000.0,False,5234961000.0,4,2/27/2015,,False,-2863287000.0,49602000.0,121466000.0,6401380000.0,,,5405909000.0,,102897000.0,958511000,,915425000.0,,2015-04-24 01:00:09.053000,1,2012
3,,False,True,-265348000.0,91066000.0,275036000.0,-319572000.0,40494000.0,258819000.0,328929000.0,8315000.0,8315000.0,-26003000.0,,1209000.0,922864,AIV,386623000.0,2015-04-24 01:00:09.053000,False,USD,0000922864-14-000008,,78073000.0,-165752000.0,135291000.0,,-17721000.0,,,527732000.0,-124457000,,-272315000.0,,-39256000.0,236345000.0,10-K,-20259000.0,-57087000,-103161000,False,853496000.0,,,,417164000.0,ann,12/31/2011,12,m,657114000.0,False,5590329000.0,4,2/21/2014,,False,-2841467000.0,50906000.0,316983000.0,6871862000.0,,,5880149000.0,,153001000.0,914355000,,908329000.0,,2015-04-24 01:00:09.053000,1,2011
0,,False,True,-83603000.0,1318656000.0,1318656000.0,-776199000.0,63889000.0,393816000.0,132217000.0,-713533000.0,-989491000.0,1243752000.0,-85742000.0,1490000.0,1267238,AIZ,,2015-04-24 01:00:09.054000,False,USD,0001193125-15-054288,2957740000.0,,-77495000.0,802532000.0,-28126000.0,,,841239000.0,,744137000,381960000.0,-58395000.0,,115496000.0,,10-K,-346620000.0,470907000,470907000,True,2799559000.0,,,,22302315000.0,ann,12/31/2014,12,m,,False,277645000.0,4,2/19/2015,,False,4809287000.0,,-77091000.0,31562466000.0,,,26381159000.0,1171079000.0,8715347000.0,10381653000,,5181307000.0,-3316511000.0,2015-04-24 01:00:09.054000,1,2014
1,,False,True,-52326000.0,1717184000.0,1717184000.0,196699000.0,-392738000.0,1027561000.0,124851000.0,239856000.0,-119061000.0,609638000.0,-34682000.0,1482000.0,1267238,AIZ,,2015-04-24 01:00:09.054000,False,USD,0001193125-15-054288,3128931000.0,,-74128000.0,867434000.0,-23742000.0,,,784561000.0,,789699000,354636000.0,-77735000.0,,-333797000.0,,10-K,807780000.0,488907000,488907000,False,2254238000.0,,,,21264515000.0,ann,12/31/2013,12,m,,False,253630000.0,4,2/19/2015,,False,4415875000.0,,538654000.0,29714689000.0,,,24881210000.0,1638118000.0,6832305000.0,9047657000,,4833479000.0,-3098241000.0,2015-04-24 01:00:09.054000,1,2013
